input,label,reply
yes did they manage to expel him?,0,"Yes, they were able to expel him."
cant stop thinking about kissing you tonight,1,"""Maybe we should make that thought a reality 😉"""
"if i make it there i’ll know exactly who to text 😉 come to seattle and you’ll have free room, board, and breakfast",1,"""With an offer like that, how can I resist?"""
what are you studying,0,I am studying computer science at university.
haha it looks just like a rocking horse i talked my mom out of buying a while ago,1,"""Guess I'll have to convince you to get it now 😏"""
hey sexy,1,"""Hey there, charming. You caught my eye. 😉"""
your unwavering support means everything to me its so heartwarming,1,You always know how to make my heart skip a beat 😉
i truly cant get enough of you,1,"""Careful, you might get addicted to me ;)"""
hahahaha that's pathetic,0,"Aw, cheer up! You're stronger than you think."
what do you want me to wear tonight,1,Wear your best smile and let's see where the night takes us.
then australia 🌍,0,"Sounds great, what's the plan? 🌏"
i want to wake up in the middle of the night with your mouth on mine,1,"""Be careful what you wish for, it might just come true 😉"""
what’s the first concert you will ride my shoulders for?,1,"""Any concert you want, as long as I can feel your touch."""
only ground because it's cheap hahaha,0,"Haha, true! Ground coffee is definitely budget-friendly. Enjoy!"
haha isn't that what interning is?,0,Learning and gaining experience from professionals in the field.
r u into anything else other than cats? or is that it,0,"I love dogs too, but cats are my favorite animals."
what would you say if i asked you over not that i am yet,1,"""Only if you promise to bring dessert, then I might consider it."""
aw :( it’s beautiful just how it is lilyana,0,"Thank you, I appreciate your kind words. Take care, Lilyana."
i just felt a huge wave of love for you,1,You must have felt my love energy radiating towards you 😉
mmm haven’t heard too many lines but a lot of ppl ask about the stilts in my bio and i don’t even own stilts,0,"Thanks for asking! No stilts here, just a fun bio."
its hard to concentrate on work when you keep popping into my head,1,"""Maybe you should join me for a coffee break instead?"""
hahaha damn it you got with me the or. either way i was bluffing you would probably wack me at both.,0,"No worries, just having some fun. Let's move on!"
well*,1,"""Well, aren't you just a ray of sunshine? 😏"""
i was thinking of you kissing me and i am so turned on right now,1,Wish I could make that thought a reality 😉
"she asked me out, i gave a time like 9 or 10 days out. she did not respond until the night before when i was in nc for a job interview and asked me if i was still good for the date. and when i tried to reschedule she got pissed off. it was truly baffling",0,"""Sorry, can't make it. Let's try another time. Take care."""
i have to go sort out my lunch i'll ttyl,0,"Sure thing, have a good lunch! Talk to you later."
do you go skiing a lot,0,"Not a lot, but I enjoy hitting the slopes occasionally."
that sounds wonderful! i can relate to the parts about sleep and being tired afterwards. proof that your brain was utilized for something new!,0,Glad you can relate! Brain power in action.
damn girl i wish i was your student,1,"""Maybe you can be my student in a different kind of lesson 😉"""
if i rememberrrr correctly i wanna say it was health! haha i could be wrong tho,0,Sounds like a good guess! Thanks for trying to remember.
i just need that david fragrance to complete the fit 😤,0,"""I'll grab it for you, no problem! 😊"""
but,0,"Sounds good, let me know if you need anything else."
um. that doesn't really work.,0,"Sorry to hear that, let's try to find a better solution."
with just my panties on ;),1,"""Careful, you might catch a cold with just your panties on ;)"""
oh damn those hours hahaha it’s my most recent liked song,0,Nice choice! Hope it’s a good one to vibe to.
if youre trying to decide if you should hit on me or not you definitely should,1,"""Consider yourself already hit on by me, no decision needed."""
what are you doing in melbourne?,0,"""Just exploring the city, what about you?"""
well i texted you what are your other two wishes,1,"""Maybe you can grant them for me instead, handsome."""
i don't think so he looks straight,0,"It's possible, people can surprise you."
that's really cool and interesting!,0,"Thank you, I'm glad you think so!"
jokes on him i had no idea at the time,0,"No worries, we live and learn!"
haha being a premeds gotta suck,0,"Yeah, it definitely has its tough moments but worth it."
or you can just ride on my shoulders if you prefer,1,"I'd love to be up high with you, let's go!"
ava how is ur life going right now 1-10 hit me w it,0,"Life's a solid 7 right now, thanks for asking."
i miss the feeling of your body on mine can we remedy that tonight,1,"""I'd love to feel your touch tonight, let's make it happen."""
hercules had a pegasus,0,That's cool! Pegasus is a fascinating creature from Greek mythology.
idk i'm probably hanging out at a friend's house tomorrow,0,"Sounds fun, enjoy your time with your friend tomorrow!"
ofc haha,0,"Sure thing, haha!"
you are perfect and i dont want you to know that thats why i fight with you,1,"Aw, but secretly I adore you and your perfection shines through."
and you don't stand in a straight line,0,"Got it, thanks for the heads up!"
i suck at smash but what makes you think you stand a chance at jeopardy,0,"I'm better at trivia than video games, let's see!"
you know what would be even better than a text back an invitation to dinner,1,"""Sounds like a plan, dinner date it is! 🍽️"""
whenever i get a message from you i break into a huge goofy grin,1,"""Your messages always bring out my biggest smile 😊"""
haha how’s it going,0,"Hey there, not bad at all. How about yourself?"
they are tough on the grocery bill,0,That's why I always look for deals and use coupons!
do you have a name you want me to save you as in my phone or should i just put mine,1,Just put yours - I'll make sure to remember it. 😉
"will you do that for me, babe?",1,"""Of course, darling. Anything for you, my love."""
im sorry youre having a crappy day anything i can do to make it better,1,"""Just seeing your smile would make my day much better."""
nobody gets me like you do,1,"""Maybe that's because I'm your perfect match 😉"""
i had a dream about you last night,1,"""Was it a good dream? 😉"""
office does too much cringe humor but i also love the characters so it balances out,0,"Glad you enjoy the characters, that definitely helps balance it out!"
ugh that’s an l you’ll have to go extra hard after quarantine to make up for it,0,"Don't worry, I'll be ready to go hard after quarantine!"
no worries i usually have them off too so i spend less time on this app hahaha,0,"Sounds good, whatever works for you! Take care."
"nah, i'm on uni holidays",0,"""Enjoy your break and relaxation!"""
"how nice, it better be on vinyl and not like mp3s or something",0,"I agree, vinyl always has a special sound quality to it."
have i told you that i want to kiss today because i want to kiss you,1,"""Bring it on, I'm ready for those sweet kisses today!"""
i suppose we’ll have to break a couple rules then to accommodate,1,"""Rules are made to be broken, let's have some fun 😉"""
hi,0,Hey there! What's up?
i'm stroking my hard cock thinking about you,1,"""Careful, don't let your imagination run too wild 😉"""
apparently the costumes were really itchy,0,"That sounds uncomfortable, hope you still had a good time!"
did you decide to go after med school afterwards then?,0,"Yes, I ultimately decided to pursue other opportunities after med school."
"i've always lived in melbourne 😸 except for a brief stint in montreal, which i don't really remember",1,"""Sounds like Melbourne's got some competition 😉"""
at uw,0,"""Thanks for letting me know, appreciate it!"""
i too am an athlete - a mathlete,0,Nice! Mathletes are athletes in their own right. Keep it up!
i bet you smiled when you saw my name pop up on your phone just now,1,"""Guilty as charged, how did you know? 😉"""
lmao i just looked it up he’s 17 💀,0,"Oh wow, young talent! 😄"
i have nothing on under this dress,1,"""Good thing you told me, I'll keep my eyes up top."""
